Ссылка;Название;Сайт;Категории
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTMzNzU=";"Евросиб";"https://eurosib.biz/";"SkladTech складское оборудование и технологии Транспортная тара Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги 3PL / 4PL Мультимодальные и интермодальные перевозки Последняя миля"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM3MDI=";"ЖАГРА ЛОДЖИСТИКС, ООО";"https://www.jagralogistics.com/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Морские и речные перевозки Агенты морских линий Морские контейнерные перевозки Порты и терминалы, услуги по обработке грузов в портах Услуги по обработке грузов в портах и терминалах"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTMxODk=";"ЖД Учёт";"https://rvgn.ru/";"Железнодорожные перевозки грузов Обсуживание и ремонт подвижного состава"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM3NTA=";"Забайкальская таможенно-логистическая компания ООО "ЗабТЛК"";"https://www.zabtlk.ru/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Мультимодальные и интермодальные перевозки Автомобильные грузовые перевозки Автомобильные перевозки сборных грузов Негабаритные перевозки и проектные грузы Негабаритные грузы Сопутствующие услуги Таможня, таможенное оформление, ВЭД"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTU5OTQ=";"Завод сухих и рефконтейнеров";"https://www.tlc-yz.com/";"Комплексные логистические услуги и экспедирование грузов Мультимодальные и интермодальные перевозки Железнодорожные перевозки грузов Контейнерные жд-перевозки Морские и речные перевозки Морские контейнерные перевозки Поставщики оборудования и компонентов Контейнеры"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM3NzQ=";"Зеленые Авиа Возможности, ООО";"https://avia-dostavka.com/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Последняя миля Грузовые авиаперевозки Авиакомпании / Грузовые авиаперевозчики Аэропорты и терминалы Авиаперевозки сборных грузов"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM5MDk=";"Зерновой Терминальный комплекс Тамань";"https://ztkt.ru/";"Порты и терминалы, услуги по обработке грузов в портах Порты Услуги по обработке грузов в портах и терминалах"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTgwNjQ=";"Империал Лайн, ООО";"https://imperialine.ru/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Грузовые авиаперевозки Авиаперевозки сборных грузов Автомобильные грузовые перевозки Транспортные компании по грузовым автоперевозкам Автомобильные перевозки сборных грузов Рефрижераторные автоперевозки"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM3NTY=";"Импорто";"https://importo.ru/";"Грузовые авиаперевозки Авиаперевозки сборных грузов Автомобильные грузовые перевозки Автомобильные перевозки сборных грузов Железнодорожные перевозки грузов Железнодорожные перевозки сборных грузов Морские и речные перевозки Морские контейнерные перевозки Сопутствующие услуги Таможня, таможенное оформление, ВЭД"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTYzNTQ=";"ИМЭКС";"https://www.imex.llc/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги 3PL / 4PL Мультимодальные и интермодальные перевозки Сопутствующие услуги Таможня, таможенное оформление, ВЭД"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MjQ0NDU=";"Ингопро, Группа Компаний";"https://ingopro.by/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Сопутствующие услуги Таможня, таможенное оформление, ВЭД"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTMzMTI=";"Ингосстрах, СПАО";"https://www.ingos.ru/";"Сопутствующие услуги Страховые компании"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MjQwNzA=";"Индекс Логистика, ООО";"https://indexlog.ru/?ysclid=ml81rd6kq9832626226";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Мультимодальные и интермодальные перевозки Грузовые авиаперевозки Авиакомпании / Грузовые авиаперевозчики Аэропорты и терминалы Авиаперевозки сборных грузов"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MjYwODA=";"Институт логистики и управления цепями поставок";"https://inlog.ru/";""
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MjYwMjA=";"ИНТЕК ЛОГИСТИКА, ООО";"https://xn--c1acintjv.xn--p1ai/";"Сопутствующие услуги Прочие услуги ИТ-решения Управление цепочками поставок (SCM) Биржи грузоперевозок, электронные сервисные платформы, агрегаторы Прочие ИТ-решения"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTMyNDk=";"Исткомтранс";"https://www.ect.kz/";"Железнодорожные перевозки грузов Операторы грузовых железнодорожных перевозок Перевозки жд-грузов в вагонах и полувагонах Обсуживание и ремонт подвижного состава Контейнерные жд-перевозки Перевозки в цистернах и танк-контейнерах"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTU4NDQ=";"ЙЕС ЛОГИСТИКС, ООО";"https://www.yeslogistics.ru/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Автомобильные грузовые перевозки Автомобильные перевозки сборных грузов Железнодорожные перевозки грузов Контейнерные жд-перевозки Морские и речные перевозки Морские контейнерные перевозки Негабаритные перевозки и проектные грузы Негабаритные грузы"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTcwNjg=";"Канавара Транспортные Системы, ООО";"https://canavara-ts.ru/";"Комплексные логистические услуги и экспедирование грузов 3PL / 4PL Последняя миля Автомобильные грузовые перевозки Транспортные компании по грузовым автоперевозкам Железнодорожные перевозки грузов Операторы грузовых железнодорожных перевозок Морские и речные перевозки Агенты морских линий"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTYwODQ=";"Карго Линк";"https://kargolink.ru/";"Комплексные логистические услуги и экспедирование грузов 3PL / 4PL Автомобильные грузовые перевозки Автомобильные перевозки сборных грузов Негабаритные перевозки и проектные грузы Проектные грузы Негабаритные грузы Логистические, распределительные центры и терминалы Терминально-логистические центры"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTMzNTQ=";"Кин-Марк-Логистик, ООО";"https://www.keenmark.com/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Мультимодальные и интермодальные перевозки Последняя миля"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTMzODQ=";"Кистоун Лоджистикс";"https://www.keystone-logistics.com/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Автомобильные грузовые перевозки Транспортные компании по грузовым автоперевозкам Железнодорожные перевозки грузов Операторы грузовых железнодорожных перевозок Морские и речные перевозки Операторы по перевозке грузов морским транспортом Поставщики оборудования и компонентов Контейнеры"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTU5NDY=";"Компания «Рестарс Глобал Лоджистикс»";"https://restars-logistics.com/";"Комплексные логистические услуги и экспедирование грузов Мультимодальные и интермодальные перевозки Грузовые авиаперевозки Авиакомпании / Грузовые авиаперевозчики Автомобильные грузовые перевозки Транспортные компании по грузовым автоперевозкам Железнодорожные перевозки грузов Национальная железная дорога Морские и речные перевозки Морские линии / Судоходные компании"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTYxMjM=";"Компания «Фошань Силу Интернэшнл Трейд»";"https://silk-way.info/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Мультимодальные и интермодальные перевозки Грузовые авиаперевозки Прочие грузовые агенты Железнодорожные перевозки грузов Национальная железная дорога"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTMxMjA=";"Композит ООО НПО";"https://composit-tracks.ru/";"SkladTech складское оборудование и технологии Запасные части и комплектующие Шины для складской техники Поставщики оборудования и компонентов Шины для грузового автотранспорта"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTU3NjM=";"КОМФОРТЛАЙН";"https://xn----8sb1abgelcbuwv.xn--p1ai/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Грузовые авиаперевозки Авиаперевозки сборных грузов Автомобильные грузовые перевозки Автомобильные перевозки сборных грузов Железнодорожные перевозки грузов Контейнерные жд-перевозки Морские и речные перевозки Морские контейнерные перевозки"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTYwMjc=";"Контейнер  Далянь  Реф Контейнер";"https://www.dcle.cn/";"SkladTech складское оборудование и технологии Транспортная тара Поставщики оборудования и компонентов Цистерны, танк-контейнеры Контейнеры Прочее оборудование"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTU5NjQ=";"Контейнер Сян Маньмань Китая ООО";"http://www.xmmcontainer.com/";"Железнодорожные перевозки грузов Контейнерные жд-перевозки Поставщики оборудования и компонентов Контейнеры"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MjYzMzg=";"Контур";"https://kontur.ru/";"ИТ-решения Прочие ИТ-решения"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM2NDg=";"КОРП СОФТ, АО";"https://www.corpsoft24.ru/";"ИТ-решения Системы управления транспортом (TMS) Прочие ИТ-решения"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTYwNjY=";"Космос Интернэшнл Логистикс (Иу) Ко., Лтд.";"http://cosmos-trans.ru/";"Грузовые авиаперевозки Авиакомпании / Грузовые авиаперевозчики Автомобильные грузовые перевозки Транспортные компании по грузовым автоперевозкам Железнодорожные перевозки грузов Контейнерные жд-перевозки Морские и речные перевозки Морские контейнерные перевозки Сопутствующие услуги Таможня, таможенное оформление, ВЭД"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTMxNTA=";"Кредо Транс, ООО";"https://credotrans.ru/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Автомобильные грузовые перевозки Транспортные компании по грузовым автоперевозкам Морские и речные перевозки Рефрижераторные морские перевозки Морские контейнерные перевозки Негабаритные перевозки и проектные грузы Проектные грузы"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTk5MzY=";"Кристал Альянс";"https://crystalalliance.ru/";"Морские и речные перевозки Морские линии / Судоходные компании Рефрижераторные морские перевозки Морские контейнерные перевозки Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Мультимодальные и интермодальные перевозки"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MjM1OTM=";"?азтеміртранс, АО";"https://qaztt.kz/o-kompanii-1/";"Железнодорожные перевозки грузов Операторы грузовых железнодорожных перевозок Перевозки жд-грузов в вагонах и полувагонах Железнодорожные перевозки сборных грузов"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MjAxMTk=";"Лиджи Логистика Технологии (Шанхай) Ко., ООО";"http://ru.lijisortingmachine.com/";"SkladTech складское оборудование и технологии Оборудование и материалы для упаковки и комплектации заказов Сервисное оборудование и инженерные системы WMS, IT решения для склада Оборудование для маркировки и сканирования Автоматизация и роботизация склада"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MjM3MTM=";"ЛМР Пласт ООО";"https://fimako.ru/";"SkladTech складское оборудование и технологии Оборудование и материалы для упаковки и комплектации заказов"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTMxNTY=";"Лог-Ист, ООО";"https://log-ist.ru/";"Комплексные логистические услуги и экспедирование грузов 3PL / 4PL Логистические, распределительные центры и терминалы Складской распределительный центр Логистика для e-commerce Фулфилмент"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM0Nzc=";"ЛОГЕКСИМ";"https://logeksim.ru/";"Комплексные логистические услуги и экспедирование грузов Мультимодальные и интермодальные перевозки Автомобильные грузовые перевозки Автомобильные перевозки сборных грузов Контейнерные автоперевозки Железнодорожные перевозки грузов Контейнерные жд-перевозки Сопутствующие услуги Таможня, таможенное оформление, ВЭД"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM4MTY=";"ЛОГИОН, ООО (LOGION Survey Services)";"https://logion.pw/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Морские и речные перевозки Операторы по перевозке грузов морским транспортом Порты и терминалы, услуги по обработке грузов в портах Услуги по обработке грузов в портах и терминалах Негабаритные перевозки и проектные грузы Проектные грузы Сопутствующие услуги Прочие услуги"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MjYwNzQ=";"Логируc";"https://logirus.ru/";""
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM3MTQ=";"Логистика 1520";"https://www.logistics1520.ru/";"Комплексные логистические услуги и экспедирование грузов Мультимодальные и интермодальные перевозки Железнодорожные перевозки грузов Перевозки жд-грузов в вагонах и полувагонах Контейнерные жд-перевозки Негабаритные перевозки и проектные грузы Тяжеловесные грузы Негабаритные грузы"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MjYwNzc=";"Логистика 360 Журнал";"https://logistics360.ru/";""
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MjEyMzI=";"Логистика Севера, ООО";"https://logistika14.ru/";"Автомобильные грузовые перевозки Транспортные компании по грузовым автоперевозкам Контейнерные автоперевозки Железнодорожные перевозки грузов Перевозки жд-грузов в вагонах и полувагонах Контейнерные жд-перевозки Железнодорожные перевозки сборных грузов"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MjY1MDM=";"Логистика сервис, ООО";"";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Грузовые авиаперевозки Авиаперевозки сборных грузов Автомобильные грузовые перевозки Автомобильные перевозки сборных грузов Железнодорожные перевозки грузов Железнодорожные перевозки сборных грузов Морские и речные перевозки Морские перевозки сборных грузов"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MjYwNzE=";"ЛОГИСТИКА, журнал";"http://www.logistika-prim.ru/";""
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM3MjA=";"Логистикру, ООО";"https://logistick.ru/";"Сопутствующие услуги Таможня, таможенное оформление, ВЭД ИТ-решения Системы управления транспортом (TMS) Управление цепочками поставок (SCM) Биржи грузоперевозок, электронные сервисные платформы, агрегаторы Прочие ИТ-решения"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM0ODk=";"Логистическая Компания "Про Движение", ООО";"https://promovefreight.com/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Грузовые авиаперевозки Авиакомпании / Грузовые авиаперевозчики Автомобильные грузовые перевозки Транспортные компании по грузовым автоперевозкам Морские и речные перевозки Агенты морских линий Негабаритные перевозки и проектные грузы Проектные грузы"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTMyMDE=";"Логистическая компания Церта";"https://certapro.ru/";"Комплексные логистические услуги и экспедирование грузов Мультимодальные и интермодальные перевозки Морские и речные перевозки Морские перевозки сборных грузов Негабаритные перевозки и проектные грузы Проектные грузы Сопутствующие услуги Таможня, таможенное оформление, ВЭД Прочие услуги"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM3NDQ=";"Логистический Центр, ООО";"https://contnovo.ru/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Мультимодальные и интермодальные перевозки Морские и речные перевозки Морские контейнерные перевозки Порты и терминалы, услуги по обработке грузов в портах Услуги по обработке грузов в портах и терминалах Сопутствующие услуги Таможня, таможенное оформление, ВЭД"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTU4MjM=";"ЛОГОПЕР, ООО";"https://logoper.ru/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Мультимодальные и интермодальные перевозки Последняя миля Автомобильные грузовые перевозки Транспортные компании по грузовым автоперевозкам"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTMxMjY=";"ЛОГОСОФТ, ООО";"https://vezubr.ru/";"ИТ-решения Системы управления транспортом (TMS) Биржи грузоперевозок, электронные сервисные платформы, агрегаторы"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTQ5NjU=";"ЛОГСОФТ, ТОО";"http://www.logsoft.kz/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Мультимодальные и интермодальные перевозки Железнодорожные перевозки грузов Перевозки жд-грузов в вагонах и полувагонах Морские и речные перевозки Грузоперевозки навалочных, тяжеловесных и ро-ро грузов Порты и терминалы, услуги по обработке грузов в портах Услуги по обработке грузов в портах и терминалах"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM5MDM=";"ЛП Транс";"https://aolptrans.ru/";"Железнодорожные перевозки грузов Железнодорожные перевозки сборных грузов"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM2MjE=";"ЛС-БРОКЕР";"https://ls-broker.ru/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Мультимодальные и интермодальные перевозки Автомобильные грузовые перевозки Транспортные компании по грузовым автоперевозкам Автомобильные перевозки сборных грузов Сопутствующие услуги Таможня, таможенное оформление, ВЭД"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MjEyNDc=";"МА "Река-Море", ООО";"https://riversea.ru/";"Морские и речные перевозки Морские линии / Судоходные компании Агенты морских линий Операторы по перевозке грузов морским транспортом Морские перевозки сборных грузов Грузоперевозки внутренними водными путями"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTU5MTA=";"Магнит Логистика (ООО "Сельта")";"https://selta.magnit.ru/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Мультимодальные и интермодальные перевозки Автомобильные грузовые перевозки Рефрижераторные автоперевозки"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTQwMDg=";"Максима Логистик, ООО";"https://maxima-logistic.ru/";"Железнодорожные перевозки грузов Операторы грузовых железнодорожных перевозок Контейнерные жд-перевозки Рефрижераторные жд-перевозки Поставщики оборудования и компонентов Подвижной состав, Грузовые вагоны, Фитинговые платформы Сопутствующие услуги Сопровождение и охрана грузоперевозок"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTQ3NzY=";"МАНАК";"https://manac-tsr.ru/about/";"Поставщики оборудования и компонентов Грузовые автотранспортные средства, фургоны, рефрижераторы, SPMT"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTU2ODI=";"МАРМЕД – КОНТЕЙНЕРНОЕ АГЕНТСТВО OOO";"https://marmed-container.com/";"SkladTech складское оборудование и технологии Подъемно-транспортное оборудование Грузовые авиаперевозки Авиакомпании / Грузовые авиаперевозчики Автомобильные грузовые перевозки Транспортные компании по грузовым автоперевозкам Морские и речные перевозки Морские линии / Судоходные компании Поставщики оборудования и компонентов Контейнеры"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTYxNDc=";"Международная транспортно-логистическая компания« ЛЕТАЙ»";"https://letaimzl.ru/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Грузовые авиаперевозки Авиаперевозки сборных грузов Автомобильные грузовые перевозки Транспортные компании по грузовым автоперевозкам Железнодорожные перевозки грузов Контейнерные жд-перевозки Морские и речные перевозки Агенты морских линий"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTYxMTQ=";"Международная транспортно-экспедиционная компания «Цзинхан» в Ма";"https://jing-hang.com/";"Комплексные логистические услуги и экспедирование грузов Мультимодальные и интермодальные перевозки Грузовые авиаперевозки Авиакомпании / Грузовые авиаперевозчики Автомобильные грузовые перевозки Транспортные компании по грузовым автоперевозкам Негабаритные перевозки и проектные грузы Негабаритные грузы Логистические, распределительные центры и терминалы Складской распределительный центр"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTk5MTI=";"Международный Координационный совет по трансъевразийским перевоз";"https://icctt.com/";"Отраслевые объединения и СМИ -"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MjE3MTU=";"Международный Платёжный Альянс";"https://www.ipa.bz/";"Сопутствующие услуги Прочие услуги"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTUyNTk=";"Международный Стандарт Качества";"https://mskstandard.ru/";"Сопутствующие услуги Таможня, таможенное оформление, ВЭД Прочие услуги"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM3ODY=";"МЕРИДИАН ДЖЕТ, ООО";"https://meridian-jet.com/";"Комплексные логистические услуги и экспедирование грузов 3PL / 4PL Грузовые авиаперевозки Авиаперевозки сборных грузов Автомобильные грузовые перевозки Автомобильные перевозки сборных грузов Железнодорожные перевозки грузов Железнодорожные перевозки сборных грузов Морские и речные перевозки Морские контейнерные перевозки"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MjE2Njc=";"МЕРИДИАНЫ ТИХОГО, ООО";"http://pacific-meridian.ru/";"Комплексные логистические услуги и экспедирование грузов Мультимодальные и интермодальные перевозки Грузовые авиаперевозки Авиаперевозки сборных грузов Автомобильные грузовые перевозки Автомобильные перевозки сборных грузов Морские и речные перевозки Морские контейнерные перевозки Сопутствующие услуги Таможня, таможенное оформление, ВЭД"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM3OTg=";"МЕРКОДЕД, ООО";"https://mercoded.com/";"SkladTech складское оборудование и технологии Запасные части и комплектующие WMS, IT решения для склада Оборудование для маркировки и сканирования Автоматизация и роботизация склада"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM3MDU=";"Меркурий Плюс ГЛС, ООО";"https://mpgls.ru/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Мультимодальные и интермодальные перевозки Грузовые авиаперевозки Авиаперевозки сборных грузов Железнодорожные перевозки грузов Контейнерные жд-перевозки Железнодорожные перевозки сборных грузов"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTk5NjY=";"МЕТЕК";"https://metech.ru/";"SkladTech складское оборудование и технологии Стеллажные системы Логистические, распределительные центры и терминалы Складской распределительный центр Логистика для e-commerce Организация складского хранения"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MjU1NDA=";"Мидас АО";"https://midas-spb.ru/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Последняя миля Автомобильные грузовые перевозки Транспортные компании по грузовым автоперевозкам Контейнерные автоперевозки Логистические, распределительные центры и терминалы Терминально-логистические центры"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTMzNzg=";"МИКРОН ОПЫТНЫЙ ЗАВОД";"https://ozm.ru/";"SkladTech складское оборудование и технологии Стеллажные системы Подъемно-транспортное оборудование Автоматизация и роботизация склада"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM2OTA=";"МинВэй";"https://mingwayru.com/";"Поставщики оборудования и компонентов Контейнеры"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MjE3NDU=";"Миншэн";"https://www.loghag.com/p/aboutus.html";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Автомобильные грузовые перевозки Транспортные компании по грузовым автоперевозкам Железнодорожные перевозки грузов Контейнерные жд-перевозки Негабаритные перевозки и проектные грузы Негабаритные грузы Сопутствующие услуги Таможня, таможенное оформление, ВЭД"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM4MjI=";"Мира Шиппинг, ООО";"";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Грузовые авиаперевозки Авиаперевозки сборных грузов Морские и речные перевозки Агенты морских линий Негабаритные перевозки и проектные грузы Проектные грузы Сопутствующие услуги Таможня, таможенное оформление, ВЭД"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTMxOTI=";"Модерн Вей Кросс Бордер Логистикс, ООО";"https://mwlogistics.ru/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Мультимодальные и интермодальные перевозки Грузовые авиаперевозки Авиакомпании / Грузовые авиаперевозчики Железнодорожные перевозки грузов Операторы грузовых железнодорожных перевозок Контейнерные жд-перевозки"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTMzNjA=";"Модуль, ООО";"https://modul.global/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Автомобильные грузовые перевозки Транспортные компании по грузовым автоперевозкам Железнодорожные перевозки грузов Операторы грузовых железнодорожных перевозок Морские и речные перевозки Морские линии / Судоходные компании Негабаритные перевозки и проектные грузы Проектные грузы"
